auth_id, Date, Vendor, Amount, Location 
42018,1/2/2013,On Demand Movie,-2.98,CA
42018,1/3/2013,Taxi,-13.61,CA
42018,1/3/2013,Wine Delivery,-22.97,CA
42018,1/3/2013,Public Transportation - Train Pass,-21.47,CA
42018,1/3/2013,Public Transportation - Bus Pass,-4.61,CA
42018,1/4/2013,Pet Supply - Cat Food,-112.92,CA
42018,1/5/2013,Red Box DVD Rental,-21.05,CA
42018,1/6/2013,Pet Supply - Cat Food,-6.08,CA
42018,1/6/2013,On Demand TV,-26.58,CA
42018,1/7/2013,Food Delivery - GrubHub,-29.51,CA
42018,1/8/2013,Food Delivery - GrubHub,-22.28,CA
42018,1/9/2013,Taxi,-12.52,CA
42018,1/10/2013,Pet Supply - Cat Food,-39.06,CA
42018,1/11/2013,Food Delivery - Uber Eats,-19.05,CA
42018,1/11/2013,Public Transportation - Train Pass,-37.36,CA
42018,1/12/2013,Food Delivery - GrubHub,-12.37,CA
42018,1/13/2013,Lyft,-8.15,CA
42018,1/14/2013,Red Box DVD Rental,-109.55,CA
42018,1/15/2013,On Demand TV,-85.47,CA
42018,1/15/2013,Pet Supply - Cat Food,-8.79,CA
42018,1/15/2013,Food Delivery - Uber Eats,-32.47,CA
42018,1/15/2013,On Demand TV,-30.1,CA
42018,1/15/2013,Lyft,-18.18,CA
42018,1/16/2013,Pet Supply - Cat Food,-3.42,CA
42018,1/16/2013,Food Delivery - GrubHub,-6.01,CA
42018,1/17/2013,Pet Supply - Cat Food,-41.49,CA
42018,1/17/2013,Red Box DVD Rental,-15.76,CA
42018,1/17/2013,Sprouts Market,-33.7,CA
42018,1/18/2013,Food Delivery - GrubHub,-67.21,CA
42018,1/19/2013,Food Delivery - Uber Eats,-109.61,CA
42018,1/20/2013,Food Delivery - GrubHub,-10.31,CA
42018,1/20/2013,Wine Delivery,-34.56,CA
42018,1/20/2013,Red Box DVD Rental,-1.74,CA
42018,1/20/2013,Restaurant - Steakhouse,-31.9,CA
42018,1/20/2013,Public Transportation - Train Pass,-29.09,CA
42018,1/20/2013,Food Delivery - GrubHub,-106.46,CA
42018,1/20/2013,Pet Supply - Cat Food,-6.03,CA
42018,1/20/2013,Starbucks Coffee,-75.98,CA
42018,1/20/2013,Red Box DVD Rental,-39.61,CA
42018,1/21/2013,PlayStation Membership,-8.12,CA
42018,1/21/2013,Food Delivery - Uber Eats,-26.17,CA
42018,1/22/2013,Food Delivery - GrubHub,-29.99,CA
42018,1/22/2013,Red Box DVD Rental,-15.52,CA
42018,1/22/2013,Restaurant - Chinese,-8.13,CA
42018,1/22/2013,Food Delivery - GrubHub,-56.69,CA
42018,1/22/2013,Pet Supply - Cat Food,-27.88,CA
42018,1/22/2013,Public Transportation - Train Pass,-34.89,CA
42018,1/23/2013,Wine Delivery,-14.88,CA
