auth_id, Date, Vendor, Amount, Location 
94501,1/2/2013,Taxi,-15.63,CA
94501,1/2/2013,Fisker Night Club,-20.97,CA
94501,1/2/2013,Owl Night Club,-20.78,CA
94501,1/2/2013,Sprouts Market,-8.37,CA
94501,1/2/2013,Public Transportation - Train Pass,-16.54,CA
94501,1/3/2013,Wine Bar,-25.57,CA
94501,1/3/2013,Karaoke Bar,-8.59,CA
94501,1/3/2013,Taxi,-2.31,CA
94501,1/3/2013,Restaurant - Chinese,-29.27,CA
94501,1/3/2013,Concert Ticket,-18.08,CA
94501,1/3/2013,Sprouts Market,-12.97,CA
94501,1/3/2013,Public Transportation - Bus Pass,-19.96,CA
94501,1/3/2013,Wine Bar,-79.7,CA
94501,1/3/2013,Ralph's Grocery Store,-15.95,CA
94501,1/3/2013,Restaurant - Pizza,-37.45,CA
94501,1/3/2013,Seaside Bar,-24.53,CA
94501,1/3/2013,Restaurant - Steakhouse,-36.07,CA
94501,1/4/2013,Ice Skating Rink,-25.83,CA
94501,1/4/2013,Fisker Night Club,-117.96,CA
94501,1/4/2013,Movie Ticket,-38.11,CA
94501,1/4/2013,Bowling,-18.73,CA
94501,1/4/2013,Restaurant - Chinese,-30.3,CA
94501,1/4/2013,Movie Ticket,-2.45,CA
94501,1/4/2013,Wine Bar,-10.63,CA
94501,1/5/2013,Uber,-66.46,CA
94501,1/5/2013,Karaoke Bar,-10.33,CA
94501,1/5/2013,Bowling,-1.78,CA
94501,1/5/2013,Concert Ticket,-33.91,CA
94501,1/5/2013,Movie Ticket,-3.58,CA
94501,1/5/2013,Restaurant - Burgers,-15.8,CA
94501,1/6/2013,Public Transportation - Bus Pass,-25.61,CA
94501,1/6/2013,Green Flash Brewery,-33.95,CA
94501,1/7/2013,Public Transportation - Train Pass,-103.88,CA
94501,1/7/2013,Seaside Bar,-64.48,CA
94501,1/7/2013,Lyft,-83.13,CA
94501,1/7/2013,Fisker Night Club,-14.4,CA
94501,1/7/2013,Sprouts Market,-21.87,CA
94501,1/7/2013,Green Flash Brewery,-14.81,CA
94501,1/7/2013,Green Flash Brewery,-7.1,CA
94501,1/7/2013,Seaside Bar,-13.45,CA
94501,1/7/2013,Public Transportation - Bus Pass,-8.04,CA
94501,1/7/2013,Bowling,-35.5,CA
94501,1/8/2013,Karaoke Bar,-2.22,CA
94501,1/8/2013,Rodriguez's Bar and Grill,-33.2,CA
94501,1/9/2013,Bowling,-96.7,CA
94501,1/9/2013,Uber,-10.17,CA
94501,1/10/2013,Movie Ticket,-5.21,CA
94501,1/10/2013,Von's Groceries,-56.4,CA
94501,1/10/2013,Restaurant - Steakhouse,-5.58,CA
94501,1/11/2013,Public Transportation - Train Pass,-30.75,CA
94501,1/11/2013,Taxi,-42.7,CA
94501,1/11/2013,Owl Night Club,-32.45,CA
94501,1/11/2013,Movie Ticket,-36.61,CA
94501,1/11/2013,Owl Night Club,-39.16,CA
94501,1/11/2013,Seaside Bar,-0.68,CA
94501,1/11/2013,Fisker Night Club,-28.81,CA
94501,1/12/2013,Movie Ticket,-7.28,CA
94501,1/12/2013,Bowling,-33,CA
94501,1/12/2013,Whole Foods,-11.67,CA
94501,1/12/2013,Taxi,-22.1,CA
94501,1/13/2013,Rodriguez's Bar and Grill,-18.41,CA
94501,1/13/2013,Sprouts Market,-0.4,CA
94501,1/13/2013,John's Bar & Restaurant,-49.03,CA
94501,1/14/2013,Bowling,-1.26,CA
94501,1/14/2013,Seaside Bar,-22.8,CA
94501,1/15/2013,Uber,-19.74,CA
94501,1/15/2013,Wine Bar,-15.72,CA
94501,1/15/2013,Fisker Night Club,-38.25,CA
94501,1/16/2013,Bowling,-49.96,CA
94501,1/16/2013,Rodriguez's Bar and Grill,-18.71,CA
94501,1/16/2013,Restaurant - Burgers,-2.19,CA
94501,1/17/2013,Concert Ticket,-0.59,CA
94501,1/18/2013,John's Bar & Restaurant,-16.99,CA
94501,1/19/2013,Rodriguez's Bar and Grill,-30.01,CA
94501,1/19/2013,Public Transportation - Bus Pass,-17.82,CA
94501,1/20/2013,Taxi,-79.7,CA
94501,1/20/2013,Fisker Night Club,-6.28,CA
94501,1/21/2013,Wine Bar,-4.39,CA
94501,1/21/2013,Wine Bar,-39.77,CA
94501,1/22/2013,Fisker Night Club,-53.29,CA
94501,1/22/2013,Concert Ticket,-22.68,CA
