auth_id, Date, Vendor, Amount, Location 
35187,1/2/2013,Taxi,-15.64,CA
35187,1/2/2013,Total Gym Fees,-9.66,CA
35187,1/2/2013,Sam's Sporting Apparel,-12.49,CA
35187,1/2/2013,Athletic Apparel,-39.18,CA
35187,1/2/2013,Public Transportation - Bus Pass,-37.67,CA
35187,1/2/2013,NFL Ticket - Chargers,-26.27,CA
35187,1/2/2013,Whole Foods,-6.87,CA
35187,1/2/2013,Sam's Sporting Apparel,-3.48,CA
35187,1/2/2013,GNC,-35.41,CA
35187,1/2/2013,Taxi,-39.24,CA
35187,1/3/2013,Public Transportation - Train Pass,-5.88,CA
35187,1/3/2013,Amazon Order - Athletic Equipment,-39.14,CA
35187,1/3/2013,Restaurant - Chinese,-8.52,CA
35187,1/4/2013,NBA Ticket - Lakers,-10.1,CA
35187,1/4/2013,NFL Ticket - Chargers,-33.95,CA
35187,1/4/2013,Taxi,-36.05,CA
35187,1/4/2013,Sam's Sporting Apparel,-9.63,CA
35187,1/4/2013,Bike Rental,-42.44,CA
35187,1/5/2013,Public Transportation - Train Pass,-2.14,CA
35187,1/5/2013,NFL Ticket - Chargers,-23.23,CA
35187,1/5/2013,NFL Ticket - Chargers,-13.66,CA
35187,1/5/2013,Uber,-109.92,CA
35187,1/5/2013,Lyft,-41.27,CA
35187,1/6/2013,GNC,-2.67,CA
35187,1/6/2013,NBA Ticket - Lakers,-4.14,CA
35187,1/6/2013,Lyft,-23.31,CA
35187,1/6/2013,Vitamin Shoppe,-38.58,CA
35187,1/6/2013,Sprouts Market,-24.77,CA
35187,1/6/2013,Athletic Apparel,-34.17,CA
35187,1/6/2013,Restaurant - Steakhouse,-25.51,CA
35187,1/6/2013,Lyft,-27.82,CA
35187,1/7/2013,Bike Rental,-29.98,CA
35187,1/8/2013,GNC,-31.09,CA
35187,1/9/2013,Sam's Sporting Apparel,-7.77,CA
35187,1/10/2013,Food Delivery - GrubHub,-24.31,CA
35187,1/11/2013,Uber,-24.62,CA
35187,1/11/2013,Bike Rental,-37.97,CA
35187,1/11/2013,GNC,-34.97,CA
35187,1/12/2013,Vitamin Shoppe,-27.54,CA
35187,1/12/2013,Dick's Sporting Goods,-58.7,CA
35187,1/13/2013,Restaurant - Steakhouse,-13.64,CA
35187,1/13/2013,Restaurant - Chinese,-29.42,CA
35187,1/13/2013,GNC,-19.55,CA
35187,1/14/2013,Public Transportation - Train Pass,-27.71,CA
35187,1/15/2013,Von's Groceries,-3.31,CA
35187,1/15/2013,Taxi,-116.38,CA
35187,1/15/2013,NBA Ticket - Lakers,-30.34,CA
35187,1/15/2013,Bike Rental,-84.01,CA
35187,1/16/2013,NFL Ticket - Chargers,-28.21,CA
35187,1/17/2013,NBA Ticket - Lakers,-29.55,CA
35187,1/17/2013,Sam's Sporting Apparel,-0.12,CA
35187,1/18/2013,Vitamin Shoppe,-107.59,CA
35187,1/18/2013,Von's Groceries,-28.9,CA
35187,1/18/2013,Whole Foods,-25.25,CA
35187,1/19/2013,Uber,-2.83,CA
35187,1/19/2013,NBA Ticket - Lakers,-8.98,CA
35187,1/20/2013,Von's Groceries,-12.19,CA
35187,1/21/2013,NFL Ticket - Chargers,-7.32,CA
35187,1/21/2013,NBA Ticket - Lakers,-14.78,CA
35187,1/21/2013,Athletic Apparel,-56.78,CA
35187,1/22/2013,Whole Foods,-8.09,CA
35187,1/23/2013,Bike Rental,-23.35,CA
35187,1/23/2013,Sam's Sporting Apparel,-2.47,CA
35187,1/23/2013,Vitamin Shoppe,-23.27,CA
35187,1/23/2013,Sam's Sporting Apparel,-23.53,CA
35187,1/24/2013,Restaurant - Steakhouse,-1.6,CA
35187,1/24/2013,Uber,-12.04,CA
35187,1/24/2013,Starbucks Coffee,-8.1,CA
35187,1/25/2013,GNC,-34.66,CA
35187,1/26/2013,NFL Ticket - Chargers,-109.89,CA
35187,1/26/2013,Taxi,-24.1,CA
35187,1/26/2013,Restaurant - Steakhouse,-15.89,CA
35187,1/26/2013,Amazon Order - Athletic Equipment,-11.51,CA
35187,1/27/2013,Von's Groceries,-8.31,CA
35187,1/28/2013,Total Gym Fees,-19.79,CA
35187,1/29/2013,Public Transportation - Train Pass,-35.3,CA
35187,1/29/2013,Public Transportation - Bus Pass,-25.82,CA
35187,1/29/2013,Public Transportation - Bus Pass,-32.91,CA
35187,1/29/2013,Public Transportation - Bus Pass,-21.71,CA
35187,1/29/2013,Sam's Sporting Apparel,-16.5,CA
35187,1/30/2013,Bike Rental,-16.16,CA
35187,3/2/2013,Housing Rent,-969,CA
35187,3/2/2013,ACS - Student Loans,-135,CA
35187,3/2/2013,Gas & Electric,-32,CA
35187,3/2/2013,Navient - Student Loans,-197,CA
35187,3/2/2013,Credit Card Payment,-154,CA
35187,3/2/2013,Water & Sewer,-53,CA
35187,3/2/2013,NBA Ticket - Lakers,-96.92,CA
35187,3/2/2013,Dick's Sporting Goods,-113.99,CA
35187,3/3/2013,Public Transportation - Train Pass,-31.09,CA
35187,3/3/2013,Athletic Apparel,-2.08,CA
35187,3/4/2013,Bike Rental,-33.55,CA
35187,3/5/2013,Lyft,-8.95,CA
35187,3/5/2013,Uber,-3.45,CA
35187,3/5/2013,Sprouts Market,-8.75,CA
35187,3/6/2013,Food Delivery - GrubHub,-89.64,CA
35187,3/6/2013,Lyft,-20.27,CA
35187,3/6/2013,Vitamin Shoppe,-36.99,CA
35187,3/6/2013,Sprouts Market,-38.22,CA
35187,3/7/2013,GNC,-49.97,CA
35187,3/8/2013,Restaurant - Steakhouse,-19.06,CA
35187,3/8/2013,NBA Ticket - Lakers,-6,CA
35187,3/8/2013,Starbucks Coffee,-40.66,CA
35187,3/8/2013,Restaurant - Steakhouse,-21.84,CA
35187,3/8/2013,Uber,-2.68,CA
35187,3/8/2013,Athletic Apparel,-100.94,CA
35187,3/8/2013,Dick's Sporting Goods,-33.26,CA
35187,3/8/2013,Dick's Sporting Goods,-11.78,CA
35187,3/9/2013,Ralph's Grocery Store,-38.94,CA
35187,3/10/2013,Uber,-92.61,CA
35187,3/10/2013,GNC,-3.42,CA
35187,3/10/2013,Food Delivery - GrubHub,-100.94,CA
35187,3/10/2013,Restaurant - Burgers,-0.89,CA
35187,3/10/2013,Uber,-25.38,CA
