auth_id, Date, Vendor, Amount, Location 
75258,1/2/2013,Public Transportation - Train Pass,-10.06,CA
75258,1/3/2013,Starbucks Coffee,-57.47,CA
75258,1/3/2013,Michael's Crafts,-26.68,CA
75258,1/3/2013,Amazon Order - Paint Canvas,-1.1,CA
75258,1/3/2013,Amazon Order - Paint Canvas,-6.23,CA
75258,1/3/2013,Sprouts Market,-77.16,CA
75258,1/4/2013,Sprouts Market,-23.35,CA
75258,1/5/2013,Painting Course Fees,-13.8,CA
75258,1/5/2013,Guitar Center,-1.91,CA
75258,1/5/2013,Painting Course Fees,-19.74,CA
75258,1/6/2013,Ashley's Craft Store,-22.56,CA
75258,1/6/2013,Art Auction,-4.47,CA
75258,1/6/2013,Guitar Center,-43.1,CA
75258,1/6/2013,Lyft,-98.31,CA
75258,1/7/2013,Music Lessons - Piano,-14.35,CA
75258,1/7/2013,Public Transportation - Bus Pass,-32.83,CA
75258,1/7/2013,Whole Foods,-0.59,CA
75258,1/8/2013,Amazon Order - Paint Canvas,-35.47,CA
75258,1/8/2013,Ashley's Craft Store,-11.35,CA
75258,1/9/2013,Ralph's Grocery Store,-19.26,CA
75258,1/9/2013,Michael's Crafts,-34.47,CA
75258,1/9/2013,Amazon Order - Paint Canvas,-34.83,CA
75258,1/9/2013,Public Transportation - Bus Pass,-14.18,CA
75258,1/9/2013,Amazon Order - Paint Bushes,-31.06,CA
75258,1/9/2013,Whole Foods,-11.52,CA
75258,1/10/2013,Taxi,-23.47,CA
75258,1/10/2013,Amazon Order - Paint Bushes,-71.12,CA
75258,1/11/2013,Sprouts Market,-17.42,CA
75258,1/11/2013,Food Delivery - GrubHub,-19.69,CA
75258,1/12/2013,Michael's Crafts,-79.99,CA
75258,1/12/2013,Amazon Order - Paint Canvas,-4.46,CA
75258,1/13/2013,Ashley's Craft Store,-83.54,CA
75258,1/14/2013,Uber,-18.18,CA
75258,1/15/2013,Music Lessons - Piano,-31.84,CA
75258,1/15/2013,Public Transportation - Train Pass,-7.22,CA
75258,1/15/2013,Whole Foods,-22.88,CA
75258,1/16/2013,Sprouts Market,-28.87,CA
75258,1/17/2013,Art's Art Supplies,-22.59,CA
75258,1/17/2013,Public Transportation - Train Pass,-14.32,CA
75258,1/18/2013,Taxi,-0.18,CA
75258,1/19/2013,Music Lessons - Piano,-0.97,CA
75258,1/19/2013,Art Auction,-20.09,CA
75258,1/19/2013,Painting Course Fees,-18.36,CA
75258,1/20/2013,Uber,-33.99,CA
75258,1/20/2013,Ashley's Craft Store,-20.93,CA
75258,1/20/2013,Food Delivery - GrubHub,-28.85,CA
75258,1/20/2013,Lyft,-14.51,CA
75258,1/20/2013,Public Transportation - Bus Pass,-5.4,CA
75258,1/21/2013,Ashley's Craft Store,-21.55,CA
75258,1/21/2013,Uber,-55.97,CA
75258,1/22/2013,Ralph's Grocery Store,-90.28,CA
75258,1/22/2013,Music Lessons - Piano,-8.25,CA
75258,1/22/2013,Starbucks Coffee,-31.49,CA
75258,1/22/2013,Restaurant - Pizza,-16.49,CA
75258,1/22/2013,Guitar Center,-14.5,CA
75258,1/22/2013,Art Auction,-20.79,CA
75258,1/22/2013,Ashley's Craft Store,-19.07,CA
75258,1/22/2013,Taxi,-26.67,CA
75258,1/23/2013,Michael's Crafts,-30.61,CA
75258,1/23/2013,Art's Art Supplies,-32.65,CA
75258,1/23/2013,Amazon Order - Paint Bushes,-7.19,CA
75258,1/24/2013,Restaurant - Burgers,-6.26,CA
75258,1/24/2013,Painting Course Fees,-29.76,CA
75258,1/24/2013,Michael's Crafts,-19.17,CA
75258,1/24/2013,Art's Art Supplies,-31.53,CA
75258,1/24/2013,Music Lessons - Piano,-93.97,CA
75258,1/24/2013,Painting Course Fees,-35.73,CA
75258,1/25/2013,Music Lessons - Piano,-34.23,CA
75258,1/25/2013,Ashley's Craft Store,-45.3,CA
75258,1/25/2013,Food Delivery - GrubHub,-17.56,CA
75258,1/25/2013,Food Delivery - GrubHub,-85.52,CA
75258,1/25/2013,Music Lessons - Piano,-4.97,CA
75258,1/25/2013,Guitar Center,-67.47,CA
75258,1/25/2013,Amazon Order - Paint Bushes,-31.57,CA
75258,1/25/2013,Music Lessons - Piano,-35.85,CA
75258,1/26/2013,Painting Course Fees,-23.01,CA
75258,1/27/2013,Uber,-22.14,CA
75258,1/28/2013,Von's Groceries,-31.98,CA
75258,1/28/2013,Painting Course Fees,-71.89,CA
75258,1/29/2013,Music Lessons - Piano,-62.04,CA
75258,1/29/2013,Lyft,-20.85,CA
75258,1/29/2013,Public Transportation - Bus Pass,-19.77,CA
75258,1/30/2013,Ashley's Craft Store,-19.53,CA
