auth_id, Date, Vendor, Amount, Location 
66483,1/2/2013,Uber,-8.57,CA
66483,1/2/2013,Art's Art Supplies,-30.75,CA
66483,1/2/2013,Taxi,-15.63,CA
66483,1/3/2013,Taxi,-22.18,CA
66483,1/3/2013,Painting Course Fees,-5.87,CA
66483,1/3/2013,Whole Foods,-34.37,CA
66483,1/3/2013,Art's Art Supplies,-23.96,CA
66483,1/3/2013,Ashley's Craft Store,-4.43,CA
66483,1/3/2013,Public Transportation - Bus Pass,-115.14,CA
66483,1/3/2013,Whole Foods,-3.4,CA
66483,1/3/2013,Art Auction,-29.92,CA
66483,1/4/2013,Michael's Crafts,-36.45,CA
66483,1/4/2013,Amazon Order - Paint Bushes,-17.15,CA
66483,1/5/2013,Ashley's Craft Store,-34.88,CA
66483,1/5/2013,Art's Art Supplies,-61.91,CA
66483,1/6/2013,Guitar Center,-62.7,CA
66483,1/6/2013,Lyft,-3,CA
66483,1/7/2013,Public Transportation - Bus Pass,-34.35,CA
66483,1/7/2013,Sprouts Market,-70.68,CA
66483,1/8/2013,Ralph's Grocery Store,-19.32,CA
66483,1/8/2013,Michael's Crafts,-13.97,CA
66483,1/8/2013,Michael's Crafts,-17.85,CA
66483,1/8/2013,Art Auction,-12.46,CA
66483,1/8/2013,Ashley's Craft Store,-34.14,CA
66483,1/9/2013,Painting Course Fees,-82.91,CA
66483,1/9/2013,Public Transportation - Train Pass,-34.18,CA
66483,1/10/2013,Guitar Center,-22.87,CA
66483,1/10/2013,Starbucks Coffee,-30.95,CA
66483,1/10/2013,Restaurant - Chinese,-3.81,CA
66483,1/10/2013,Sprouts Market,-8.77,CA
66483,1/11/2013,Public Transportation - Train Pass,-8.76,CA
66483,1/11/2013,Guitar Center,-71.83,CA
66483,1/11/2013,Food Delivery - GrubHub,-24.94,CA
66483,1/11/2013,Art's Art Supplies,-15,CA
66483,1/11/2013,Amazon Order - Paint Canvas,-31.37,CA
66483,1/12/2013,Taxi,-14.56,CA
66483,1/12/2013,Restaurant - Burgers,-25.67,CA
66483,1/12/2013,Von's Groceries,-12.62,CA
66483,1/12/2013,Michael's Crafts,-12.75,CA
66483,1/12/2013,Food Delivery - GrubHub,-28.28,CA
66483,1/12/2013,Amazon Order - Paint Canvas,-1.82,CA
66483,1/12/2013,Michael's Crafts,-82.88,CA
66483,1/13/2013,Art Auction,-10.36,CA
66483,1/13/2013,Lyft,-17.85,CA
66483,1/13/2013,Public Transportation - Bus Pass,-103.66,CA
66483,1/14/2013,Starbucks Coffee,-27.18,CA
66483,1/14/2013,Michael's Crafts,-33.31,CA
66483,1/15/2013,Restaurant - Burgers,-40.17,CA
66483,1/15/2013,Art Auction,-69.59,CA
66483,1/15/2013,Ashley's Craft Store,-16.66,CA
66483,1/15/2013,Amazon Order - Paint Canvas,-13.52,CA
66483,1/15/2013,Ashley's Craft Store,-28.17,CA
66483,1/15/2013,Guitar Center,-0.17,CA
66483,1/16/2013,Art Auction,-10.14,CA
66483,1/16/2013,Amazon Order - Paint Bushes,-82.66,CA
66483,1/16/2013,Ralph's Grocery Store,-26.17,CA
66483,1/16/2013,Starbucks Coffee,-5.81,CA
66483,1/16/2013,Music Lessons - Piano,-34.42,CA
66483,1/17/2013,Lyft,-33.14,CA
66483,1/18/2013,Guitar Center,-48.44,CA
66483,1/18/2013,Food Delivery - GrubHub,-77.68,CA
66483,1/18/2013,Sprouts Market,-32.35,CA
66483,1/18/2013,Uber,-30.81,CA
66483,1/18/2013,Ashley's Craft Store,-77.17,CA
66483,1/18/2013,Restaurant - Burgers,-25.86,CA
66483,1/18/2013,Art Auction,-3.79,CA
66483,1/18/2013,Public Transportation - Bus Pass,-23.12,CA
66483,1/18/2013,Taxi,-35.4,CA
66483,1/18/2013,Michael's Crafts,-31.31,CA
66483,1/19/2013,Ashley's Craft Store,-39.92,CA
66483,1/19/2013,Amazon Order - Paint Canvas,-22.7,CA
66483,1/20/2013,Michael's Crafts,-32.58,CA
66483,1/20/2013,Ashley's Craft Store,-8.59,CA
66483,1/20/2013,Painting Course Fees,-37.69,CA
66483,1/21/2013,Restaurant - Burgers,-62.65,CA
66483,1/21/2013,Michael's Crafts,-38.15,CA
66483,1/22/2013,Art's Art Supplies,-21.27,CA
66483,1/23/2013,Music Lessons - Piano,-18.46,CA
66483,1/24/2013,Uber,-39.99,CA
66483,1/24/2013,Art Auction,-3.14,CA
66483,1/25/2013,Painting Course Fees,-25.4,CA
66483,1/26/2013,Amazon Order - Paint Canvas,-8.96,CA
66483,1/26/2013,Ralph's Grocery Store,-26.56,CA
66483,1/26/2013,Art's Art Supplies,-27.74,CA
66483,1/26/2013,Restaurant - Burgers,-27.03,CA
66483,1/26/2013,Guitar Center,-21.07,CA
66483,1/26/2013,Ashley's Craft Store,-7.83,CA
66483,1/26/2013,Art Auction,-8.68,CA
66483,1/27/2013,Guitar Center,-25.75,CA
66483,1/28/2013,Painting Course Fees,-13.73,CA
66483,1/29/2013,Michael's Crafts,-14.94,CA
66483,1/29/2013,Amazon Order - Paint Canvas,-22.18,CA
66483,1/29/2013,Amazon Order - Paint Bushes,-111.96,CA
66483,1/30/2013,Public Transportation - Train Pass,-15.29,CA
66483,1/30/2013,Michael's Crafts,-41.47,CA
66483,1/30/2013,Art's Art Supplies,-35.86,CA
66483,1/30/2013,Public Transportation - Bus Pass,-13.88,CA
66483,3/2/2013,Paycheck,2344,CA
66483,3/2/2013,Housing Rent,-871,CA
66483,3/2/2013,Navient - Student Loans,-197,CA
66483,3/2/2013,Gas & Electric,-32,CA
66483,3/2/2013,Netflix Subscription,-4.99,CA
66483,3/2/2013,Credit Card Payment,-154,CA
66483,3/2/2013,Water & Sewer,-53,CA
66483,3/2/2013,ACS - Student Loans,-135,CA
66483,3/2/2013,Time Warner Cable,-25,CA
66483,3/2/2013,Amazon Order - Paint Canvas,-2.34,CA
66483,3/2/2013,Amazon Order - Paint Bushes,-34.17,CA
66483,3/2/2013,Uber,-19.91,CA
66483,3/2/2013,Public Transportation - Train Pass,-4.17,CA
66483,3/3/2013,Amazon Order - Paint Bushes,-101.62,CA
66483,3/3/2013,Whole Foods,-26.42,CA
66483,3/4/2013,Restaurant - Steakhouse,-1.63,CA
66483,3/5/2013,Guitar Center,-35.28,CA
66483,3/5/2013,Taxi,-85.73,CA
66483,3/5/2013,Painting Course Fees,-70.06,CA
66483,3/5/2013,Whole Foods,-74.28,CA
66483,3/5/2013,Restaurant - Chinese,-11.11,CA
66483,3/6/2013,Amazon Order - Paint Bushes,-18.3,CA
66483,3/6/2013,Art's Art Supplies,-15.79,CA
66483,3/6/2013,Amazon Order - Paint Bushes,-34.07,CA
66483,3/6/2013,Art Auction,-37.3,CA
