auth_id, Date, Vendor, Amount, Location 
13799,1/2/2013,Taxi,-13.62,CA
13799,1/2/2013,Red Box DVD Rental,-27.31,CA
13799,1/2/2013,Pet Smart,-67.03,CA
13799,1/3/2013,Pet Smart,-29.14,CA
13799,1/3/2013,On Demand Movie,-5.36,CA
13799,1/3/2013,Public Transportation - Train Pass,-36.8,CA
13799,1/3/2013,PlayStation Membership,-14.73,CA
13799,1/4/2013,Public Transportation - Train Pass,-54.19,CA
13799,1/5/2013,On Demand TV,-11.3,CA
13799,1/6/2013,Restaurant - Steakhouse,-5.8,CA
13799,1/6/2013,Pet Supply - Cat Food,-24.51,CA
13799,1/6/2013,Von's Groceries,-0.47,CA
13799,1/6/2013,Ralph's Grocery Store,-8.16,CA
13799,1/6/2013,Public Transportation - Train Pass,-26.76,CA
13799,1/6/2013,Wine Delivery,-0.65,CA
13799,1/6/2013,PlayStation Membership,-12.42,CA
13799,1/7/2013,Wine Delivery,-28.38,CA
13799,1/7/2013,PlayStation Membership,-33.64,CA
13799,1/8/2013,On Demand Movie,-27.88,CA
13799,1/9/2013,Starbucks Coffee,-7.35,CA
13799,1/9/2013,Whole Foods,-19.09,CA
13799,1/9/2013,Food Delivery - Uber Eats,-8.73,CA
13799,1/9/2013,Podcast Subscription,-31.72,CA
13799,1/9/2013,Pet Smart,-16.43,CA
13799,1/9/2013,Pet Smart,-21.86,CA
13799,1/10/2013,Whole Foods,-43.11,CA
13799,1/10/2013,Lyft,-29.04,CA
13799,1/10/2013,Von's Groceries,-87.54,CA
13799,1/10/2013,Public Transportation - Train Pass,-23,CA
13799,1/10/2013,Restaurant - Burgers,-25.01,CA
13799,1/10/2013,Food Delivery - Uber Eats,-7.62,CA
13799,1/11/2013,Pet Smart,-28.7,CA
13799,1/12/2013,Pet Smart,-30.6,CA
13799,1/12/2013,Taxi,-28.33,CA
13799,1/12/2013,Podcast Subscription,-37.99,CA
13799,1/12/2013,PlayStation Membership,-8.97,CA
13799,1/13/2013,Food Delivery - GrubHub,-15.88,CA
13799,1/14/2013,Restaurant - Steakhouse,-31.6,CA
13799,1/15/2013,Restaurant - Chinese,-27.06,CA
13799,1/16/2013,Public Transportation - Bus Pass,-104.03,CA
13799,1/16/2013,Food Delivery - GrubHub,-18.6,CA
13799,1/16/2013,Food Delivery - Uber Eats,-33.58,CA
13799,1/16/2013,Sprouts Market,-24.16,CA
13799,1/16/2013,Food Delivery - GrubHub,-35.38,CA
13799,1/16/2013,Food Delivery - GrubHub,-11.25,CA
13799,1/16/2013,On Demand TV,-5.15,CA
13799,1/16/2013,Public Transportation - Bus Pass,-13.57,CA
13799,1/16/2013,Public Transportation - Train Pass,-25.4,CA
13799,1/16/2013,Food Delivery - Uber Eats,-19.52,CA
13799,1/16/2013,Taxi,-36.62,CA
13799,1/16/2013,Public Transportation - Bus Pass,-8.72,CA
13799,1/16/2013,Public Transportation - Train Pass,-106.39,CA
13799,1/16/2013,On Demand TV,-28.03,CA
13799,1/16/2013,Pet Smart,-43.39,CA
13799,1/16/2013,Food Delivery - GrubHub,-90.63,CA
13799,1/16/2013,Food Delivery - Uber Eats,-29.5,CA
13799,1/17/2013,PlayStation Membership,-27.47,CA
13799,1/17/2013,Uber,-19.61,CA
13799,1/17/2013,Taxi,-16.43,CA
13799,1/17/2013,Podcast Subscription,-27.8,CA
13799,1/17/2013,Restaurant - Burgers,-15.62,CA
13799,1/17/2013,Podcast Subscription,-16.42,CA
13799,1/18/2013,Food Delivery - GrubHub,-70.17,CA
13799,1/18/2013,Uber,-21.83,CA
13799,1/18/2013,Pet Supply - Cat Food,-14.61,CA
13799,1/18/2013,Public Transportation - Train Pass,-4.68,CA
13799,1/18/2013,Starbucks Coffee,-67.85,CA
13799,1/18/2013,Podcast Subscription,-45.67,CA
13799,1/18/2013,Wine Delivery,-32.16,CA
13799,1/18/2013,Podcast Subscription,-17.19,CA
13799,1/18/2013,Taxi,-23.15,CA
13799,1/18/2013,Red Box DVD Rental,-8.08,CA
13799,1/19/2013,Pet Supply - Cat Food,-17.01,CA
13799,1/20/2013,Podcast Subscription,-39.6,CA
13799,1/20/2013,Whole Foods,-9.77,CA
13799,1/21/2013,Pet Supply - Cat Food,-18.77,CA
13799,1/22/2013,Restaurant - Steakhouse,-32.68,CA
13799,1/22/2013,Food Delivery - Uber Eats,-5.87,CA
13799,1/22/2013,Public Transportation - Bus Pass,-38.25,CA
13799,1/22/2013,Pet Smart,-27.21,CA
13799,1/22/2013,Uber,-0.53,CA
13799,1/23/2013,Pet Smart,-87.51,CA
13799,1/23/2013,PlayStation Membership,-37.89,CA
13799,1/24/2013,Public Transportation - Bus Pass,-26.66,CA
13799,1/25/2013,PlayStation Membership,-8.79,CA
13799,1/26/2013,Wine Delivery,-27.43,CA
13799,1/27/2013,Food Delivery - Uber Eats,-32,CA
13799,1/27/2013,Pet Smart,-25.68,CA
13799,1/27/2013,Red Box DVD Rental,-26.97,CA
13799,1/27/2013,Taxi,-9.02,CA
13799,1/28/2013,PlayStation Membership,-33.37,CA
13799,1/28/2013,Public Transportation - Train Pass,-86.36,CA
13799,1/29/2013,Whole Foods,-25,CA
13799,1/29/2013,Pet Smart,-17.93,CA
13799,1/29/2013,On Demand TV,-88.58,CA
13799,1/29/2013,Starbucks Coffee,-9.51,CA
13799,1/29/2013,Von's Groceries,-0.3,CA
13799,1/29/2013,Restaurant - Chinese,-13.19,CA
13799,1/29/2013,Restaurant - Pizza,-20.13,CA
13799,1/29/2013,PlayStation Membership,-16.55,CA
13799,1/29/2013,Pet Smart,-50.75,CA
13799,1/29/2013,Red Box DVD Rental,-5.82,CA
13799,1/29/2013,Pet Supply - Cat Food,-37.72,CA
13799,1/29/2013,Uber,-62,CA
13799,1/30/2013,Wine Delivery,-37.99,CA
13799,1/30/2013,Red Box DVD Rental,-18.43,CA
13799,3/2/2013,Paycheck,1850,CA
13799,3/2/2013,Housing Rent,-1362,CA
13799,3/2/2013,Netflix Subscription,-4.99,CA
13799,3/2/2013,Navient - Student Loans,-197,CA
13799,3/2/2013,Time Warner Cable,-25,CA
13799,3/2/2013,Podcast Subscription,-2.37,CA
13799,3/2/2013,Pet Smart,-68.15,CA
13799,3/2/2013,Pet Smart,-60.77,CA
13799,3/2/2013,Restaurant - Burgers,-113.42,CA
13799,3/3/2013,Restaurant - Chinese,-11.59,CA
13799,3/3/2013,Restaurant - Steakhouse,-25.65,CA
13799,3/3/2013,Uber,-12.22,CA
13799,3/3/2013,Pet Smart,-108.48,CA
13799,3/3/2013,Restaurant - Burgers,-66.67,CA
13799,3/3/2013,On Demand TV,-91.42,CA
13799,3/3/2013,Starbucks Coffee,-10.98,CA
13799,3/4/2013,On Demand Movie,-23.95,CA
13799,3/5/2013,Food Delivery - GrubHub,-5.07,CA
13799,3/5/2013,Starbucks Coffee,-18.41,CA
13799,3/6/2013,Taxi,-16.23,CA
13799,3/7/2013,Pet Supply - Cat Food,-37.2,CA
13799,3/8/2013,Food Delivery - GrubHub,-2.41,CA
13799,3/8/2013,Von's Groceries,-57.34,CA
13799,3/8/2013,Red Box DVD Rental,-10.52,CA
13799,3/8/2013,On Demand TV,-82.09,CA
13799,3/8/2013,Wine Delivery,-17.13,CA
13799,3/8/2013,Pet Supply - Cat Food,-33.69,CA
13799,3/8/2013,Pet Supply - Cat Food,-11.35,CA
13799,3/8/2013,PlayStation Membership,-15.12,CA
13799,3/9/2013,Starbucks Coffee,-71.95,CA
13799,3/9/2013,Restaurant - Steakhouse,-1.69,CA
13799,3/9/2013,Public Transportation - Train Pass,-5.38,CA
13799,3/10/2013,On Demand TV,-8.54,CA
13799,3/10/2013,Sprouts Market,-12.31,CA
13799,3/10/2013,Lyft,-26.84,CA
13799,3/10/2013,Food Delivery - GrubHub,-5.24,CA
13799,3/11/2013,Food Delivery - Uber Eats,-17.24,CA
13799,3/11/2013,Wine Delivery,-95.12,CA
13799,3/11/2013,Food Delivery - Uber Eats,-4.57,CA
13799,3/11/2013,Public Transportation - Bus Pass,-28.03,CA
13799,3/12/2013,On Demand TV,-35.92,CA
13799,3/13/2013,Uber,-5.02,CA
13799,3/13/2013,Von's Groceries,-22.81,CA
13799,3/13/2013,Pet Smart,-2.73,CA
13799,3/13/2013,Red Box DVD Rental,-68.52,CA
13799,3/14/2013,PlayStation Membership,-23.45,CA
13799,3/15/2013,Starbucks Coffee,-11.34,CA
13799,3/15/2013,Uber,-108.38,CA
13799,3/15/2013,Uber,-90.44,CA
13799,3/15/2013,Lyft,-26.99,CA
13799,3/15/2013,Restaurant - Pizza,-105.17,CA
13799,3/16/2013,Whole Foods,-38.59,CA
13799,3/16/2013,Pet Smart,-25.95,CA
13799,3/16/2013,Von's Groceries,-7.27,CA
13799,3/17/2013,Restaurant - Pizza,-29.39,CA
13799,3/18/2013,Food Delivery - GrubHub,-34.05,CA
13799,3/18/2013,Podcast Subscription,-22.65,CA
13799,3/18/2013,Restaurant - Steakhouse,-10.45,CA
13799,3/18/2013,On Demand Movie,-26.34,CA
13799,3/18/2013,Wine Delivery,-10.62,CA
13799,3/18/2013,Ralph's Grocery Store,-24.93,CA
13799,3/19/2013,Uber,-24.9,CA
13799,3/19/2013,Red Box DVD Rental,-20.34,CA
13799,3/19/2013,Taxi,-87.43,CA
13799,3/19/2013,On Demand TV,-28.93,CA
13799,3/19/2013,On Demand TV,-16.66,CA
13799,3/19/2013,On Demand Movie,-18.73,CA
13799,3/19/2013,PlayStation Membership,-52.48,CA
13799,3/19/2013,Podcast Subscription,-34,CA
13799,3/19/2013,Whole Foods,-15.74,CA
13799,3/20/2013,PlayStation Membership,-23.48,CA
13799,3/20/2013,Podcast Subscription,-22.28,CA
13799,3/21/2013,On Demand TV,-39.85,CA
13799,3/22/2013,PlayStation Membership,-32.41,CA
13799,3/22/2013,On Demand TV,-4.58,CA
13799,3/22/2013,Restaurant - Burgers,-13.56,CA
13799,3/23/2013,Whole Foods,-9.04,CA
13799,3/23/2013,Pet Supply - Cat Food,-4.97,CA
13799,3/24/2013,Podcast Subscription,-30.02,CA
13799,3/25/2013,Restaurant - Pizza,-25.83,CA
13799,3/25/2013,Lyft,-22.39,CA
13799,3/25/2013,Starbucks Coffee,-3.72,CA
13799,3/25/2013,Pet Smart,-15.84,CA
13799,3/26/2013,Food Delivery - Uber Eats,-11.94,CA
13799,3/26/2013,Food Delivery - Uber Eats,-29,CA
13799,3/27/2013,PlayStation Membership,-34.82,CA
13799,3/27/2013,Pet Smart,-15.83,CA
13799,3/27/2013,Restaurant - Steakhouse,-88.88,CA
13799,3/27/2013,Von's Groceries,-31.5,CA
13799,3/27/2013,Pet Supply - Cat Food,-3.32,CA
13799,3/27/2013,Restaurant - Pizza,-34.92,CA
13799,3/27/2013,Von's Groceries,-36.63,CA
13799,3/27/2013,Food Delivery - GrubHub,-6.05,CA
13799,3/27/2013,Pet Supply - Cat Food,-23.01,CA
13799,3/27/2013,Food Delivery - Uber Eats,-8.99,CA
13799,3/27/2013,On Demand Movie,-30.44,CA
13799,3/27/2013,Whole Foods,-2.2,CA
13799,3/27/2013,Whole Foods,-12.44,CA
13799,3/27/2013,Taxi,-13.3,CA
13799,3/27/2013,Podcast Subscription,-10.45,CA
13799,3/28/2013,On Demand Movie,-14.45,CA
13799,3/28/2013,Food Delivery - Uber Eats,-52.26,CA
13799,3/29/2013,Red Box DVD Rental,-10.98,CA
13799,3/30/2013,Food Delivery - Uber Eats,-11.73,CA
13799,4/2/2013,Paycheck,1850,CA
13799,4/2/2013,Housing Rent,-791,CA
13799,4/2/2013,Netflix Subscription,-4.99,CA
13799,4/2/2013,Navient - Student Loans,-197,CA
13799,4/2/2013,Time Warner Cable,-25,CA
13799,4/2/2013,Public Transportation - Train Pass,-8.98,CA
13799,4/3/2013,Restaurant - Burgers,-10.01,CA
13799,4/4/2013,Food Delivery - GrubHub,-36.32,CA
13799,4/5/2013,Pet Smart,-31.46,CA
13799,4/5/2013,Food Delivery - GrubHub,-32.91,CA
13799,4/6/2013,Food Delivery - GrubHub,-2.67,CA
13799,4/7/2013,Food Delivery - Uber Eats,-18.88,CA
13799,4/7/2013,PlayStation Membership,-57.94,CA
13799,4/7/2013,Restaurant - Burgers,-109.76,CA
13799,4/7/2013,Starbucks Coffee,-27.45,CA
13799,4/8/2013,Food Delivery - GrubHub,-10.39,CA
13799,4/8/2013,Podcast Subscription,-94.22,CA
13799,4/8/2013,Pet Smart,-21.69,CA
13799,4/9/2013,Restaurant - Steakhouse,-62.87,CA
13799,4/9/2013,Podcast Subscription,-6.7,CA
13799,4/9/2013,Uber,-24.66,CA
13799,4/9/2013,Public Transportation - Bus Pass,-16.37,CA
13799,4/9/2013,Restaurant - Burgers,-27.11,CA
13799,4/9/2013,Ralph's Grocery Store,-19.24,CA
13799,4/9/2013,Wine Delivery,-28.71,CA
13799,4/10/2013,On Demand TV,-108.96,CA
13799,4/11/2013,On Demand TV,-11.78,CA
13799,4/11/2013,Uber,-84.9,CA
13799,4/12/2013,Podcast Subscription,-8.62,CA
13799,4/13/2013,Wine Delivery,-28.22,CA
13799,4/14/2013,Lyft,-37.73,CA
13799,4/15/2013,Red Box DVD Rental,-65.98,CA
13799,4/16/2013,Restaurant - Pizza,-25.26,CA
13799,4/17/2013,Food Delivery - Uber Eats,-43.62,CA
13799,4/18/2013,On Demand TV,-71.84,CA
13799,4/19/2013,Wine Delivery,-25.19,CA
13799,4/19/2013,Restaurant - Burgers,-79.43,CA
13799,4/19/2013,Wine Delivery,-98.02,CA
13799,4/19/2013,Pet Smart,-36.18,CA
13799,4/19/2013,On Demand Movie,-37.77,CA
13799,4/20/2013,On Demand Movie,-14.33,CA
13799,4/20/2013,Food Delivery - GrubHub,-30.57,CA
13799,4/20/2013,Pet Smart,-44.18,CA
13799,4/20/2013,Red Box DVD Rental,-34.64,CA
13799,4/21/2013,Pet Supply - Cat Food,-24.47,CA
13799,4/21/2013,On Demand TV,-3.66,CA
13799,4/21/2013,Pet Supply - Cat Food,-34.33,CA
13799,4/21/2013,Starbucks Coffee,-8.32,CA
13799,4/22/2013,PlayStation Membership,-25.42,CA
13799,4/22/2013,On Demand Movie,-18.59,CA
13799,4/23/2013,Sprouts Market,-2.4,CA
13799,4/23/2013,Food Delivery - Uber Eats,-57.44,CA
13799,4/23/2013,Podcast Subscription,-7.51,CA
13799,4/23/2013,Food Delivery - GrubHub,-2.13,CA
13799,4/24/2013,Wine Delivery,-16.48,CA
13799,4/25/2013,Pet Supply - Cat Food,-23.23,CA
13799,4/25/2013,On Demand Movie,-114.89,CA
13799,4/25/2013,Pet Smart,-0.39,CA
13799,4/26/2013,Taxi,-29.53,CA
13799,4/26/2013,Uber,-21.48,CA
13799,4/27/2013,Whole Foods,-39.17,CA
13799,4/27/2013,Public Transportation - Train Pass,-118.05,CA
13799,4/27/2013,Food Delivery - GrubHub,-22.47,CA
13799,4/27/2013,On Demand Movie,-37.84,CA
13799,4/28/2013,Public Transportation - Bus Pass,-37.61,CA
13799,4/29/2013,Restaurant - Steakhouse,-8.28,CA
13799,4/29/2013,On Demand TV,-35.09,CA
13799,4/29/2013,On Demand TV,-18.79,CA
13799,4/29/2013,Ralph's Grocery Store,-9.83,CA
13799,4/29/2013,Public Transportation - Bus Pass,-100.13,CA
13799,4/30/2013,Podcast Subscription,-18.4,CA
13799,4/30/2013,Taxi,-9.82,CA
13799,5/2/2013,Paycheck,1850,CA
13799,5/2/2013,Housing Rent,-941,CA
13799,5/2/2013,Netflix Subscription,-4.99,CA
13799,5/2/2013,Navient - Student Loans,-197,CA
13799,5/2/2013,Time Warner Cable,-25,CA
13799,5/2/2013,Podcast Subscription,-3.77,CA
13799,5/2/2013,PlayStation Membership,-105.57,CA
13799,5/3/2013,Public Transportation - Train Pass,-75.95,CA
13799,5/4/2013,Uber,-6.76,CA
13799,5/5/2013,Pet Smart,-34.84,CA
13799,5/6/2013,On Demand Movie,-32.4,CA
13799,5/6/2013,Starbucks Coffee,-40.98,CA
13799,5/6/2013,Public Transportation - Bus Pass,-9.47,CA
13799,5/6/2013,Pet Supply - Cat Food,-3.43,CA
13799,5/7/2013,Food Delivery - GrubHub,-2.58,CA
13799,5/7/2013,Podcast Subscription,-50.5,CA
13799,5/8/2013,Pet Supply - Cat Food,-18.88,CA
13799,5/9/2013,Pet Smart,-72.94,CA
13799,5/10/2013,Von's Groceries,-15.86,CA
13799,5/10/2013,Lyft,-11.94,CA
13799,5/10/2013,Food Delivery - GrubHub,-34.5,CA
13799,5/10/2013,Red Box DVD Rental,-3.04,CA
13799,5/10/2013,Public Transportation - Train Pass,-8.97,CA
13799,5/10/2013,Lyft,-15.54,CA
13799,5/10/2013,Restaurant - Steakhouse,-10.09,CA
13799,5/10/2013,Whole Foods,-7.49,CA
13799,5/10/2013,Restaurant - Burgers,-32.86,CA
13799,5/10/2013,Food Delivery - Uber Eats,-59.76,CA
13799,5/11/2013,Public Transportation - Bus Pass,-29.54,CA
13799,5/11/2013,On Demand Movie,-30.98,CA
13799,5/11/2013,On Demand TV,-27.11,CA
13799,5/12/2013,Pet Supply - Cat Food,-32.39,CA
13799,5/13/2013,Whole Foods,-33.11,CA
13799,5/14/2013,Food Delivery - Uber Eats,-28.22,CA
13799,5/14/2013,On Demand TV,-12.57,CA
13799,5/14/2013,Red Box DVD Rental,-13.1,CA
13799,5/14/2013,Restaurant - Steakhouse,-2.42,CA
13799,5/14/2013,Public Transportation - Train Pass,-27.73,CA
13799,5/14/2013,Red Box DVD Rental,-30.07,CA
13799,5/14/2013,Restaurant - Burgers,-2.18,CA
13799,5/14/2013,On Demand TV,-1.69,CA
13799,5/15/2013,Wine Delivery,-8.14,CA
13799,5/16/2013,Podcast Subscription,-24.87,CA
13799,5/16/2013,Whole Foods,-44.3,CA
13799,5/16/2013,Red Box DVD Rental,-42.85,CA
13799,5/16/2013,Wine Delivery,-9.45,CA
13799,5/16/2013,Taxi,-86.03,CA
13799,5/16/2013,Restaurant - Pizza,-40.91,CA
13799,5/16/2013,On Demand TV,-37.14,CA
13799,5/16/2013,Public Transportation - Train Pass,-10.4,CA
13799,5/17/2013,Podcast Subscription,-35.22,CA
13799,5/18/2013,PlayStation Membership,-29.94,CA
13799,5/19/2013,Pet Smart,-4.44,CA
13799,5/20/2013,Food Delivery - GrubHub,-15.71,CA
13799,5/21/2013,On Demand TV,-36.58,CA
13799,5/21/2013,Pet Smart,-20.24,CA
13799,5/21/2013,On Demand Movie,-35.81,CA
13799,5/22/2013,Red Box DVD Rental,-2.55,CA
13799,5/23/2013,Sprouts Market,-30.62,CA
13799,5/23/2013,Food Delivery - GrubHub,-3.02,CA
13799,5/24/2013,Wine Delivery,-72.75,CA
13799,5/24/2013,Red Box DVD Rental,-1.75,CA
