auth_id, Date, Vendor, Amount, Location 
19370,1/2/2013,Podcast Subscription,-37.47,CA
19370,1/3/2013,Food Delivery - Uber Eats,-35.48,CA
19370,1/3/2013,Red Box DVD Rental,-29.15,CA
19370,1/4/2013,Pet Supply - Cat Food,-35.96,CA
19370,1/4/2013,Taxi,-6.79,CA
19370,1/4/2013,Uber,-36.41,CA
19370,1/4/2013,Uber,-29.8,CA
19370,1/4/2013,Uber,-2.06,CA
19370,1/4/2013,Lyft,-28.93,CA
19370,1/4/2013,Starbucks Coffee,-17.04,CA
19370,1/4/2013,Taxi,-66.47,CA
19370,1/4/2013,Food Delivery - GrubHub,-10.87,CA
19370,1/4/2013,Podcast Subscription,-19.09,CA
19370,1/4/2013,Podcast Subscription,-10.75,CA
19370,1/4/2013,Pet Supply - Cat Food,-88.42,CA
19370,1/5/2013,Podcast Subscription,-66.11,CA
19370,1/5/2013,Restaurant - Steakhouse,-7.11,CA
19370,1/5/2013,On Demand Movie,-9.78,CA
19370,1/6/2013,Lyft,-13.35,CA
19370,1/6/2013,Food Delivery - Uber Eats,-39.14,CA
19370,1/6/2013,Ralph's Grocery Store,-56.57,CA
19370,1/7/2013,Taxi,-37.36,CA
19370,1/7/2013,Public Transportation - Bus Pass,-27.02,CA
19370,1/8/2013,Ralph's Grocery Store,-89.56,CA
19370,1/8/2013,Food Delivery - GrubHub,-16.04,CA
19370,1/8/2013,Starbucks Coffee,-4.83,CA
19370,1/9/2013,Food Delivery - Uber Eats,-19.97,CA
19370,1/9/2013,Red Box DVD Rental,-26.39,CA
19370,1/9/2013,Food Delivery - GrubHub,-4.54,CA
19370,1/9/2013,Pet Supply - Cat Food,-1.47,CA
19370,1/10/2013,Red Box DVD Rental,-39.69,CA
19370,1/11/2013,Restaurant - Steakhouse,-2.84,CA
19370,1/11/2013,Food Delivery - GrubHub,-12.03,CA
19370,1/12/2013,Pet Smart,-3.74,CA
19370,1/12/2013,Whole Foods,-39.16,CA
19370,1/12/2013,Pet Smart,-14.01,CA
19370,1/12/2013,Sprouts Market,-16.28,CA
19370,1/13/2013,Taxi,-38.53,CA
19370,1/13/2013,Von's Groceries,-39.15,CA
19370,1/13/2013,Uber,-65.66,CA
19370,1/14/2013,Food Delivery - Uber Eats,-43.91,CA
19370,1/14/2013,Public Transportation - Train Pass,-39.16,CA
19370,1/14/2013,Red Box DVD Rental,-17.09,CA
19370,1/15/2013,Wine Delivery,-32.47,CA
19370,1/15/2013,Wine Delivery,-19.56,CA
19370,1/16/2013,Podcast Subscription,-10.37,CA
19370,1/16/2013,Wine Delivery,-69.49,CA
19370,1/16/2013,PlayStation Membership,-10.61,CA
19370,1/17/2013,On Demand TV,-0.82,CA
19370,1/17/2013,Von's Groceries,-25.59,CA
